old_name,new_name,old_path,new_path
Open_Knowledge_International_Logo-291x300.png,collaborators-3.png,assets/images/Open_Knowledge_International_Logo-291x300.png,assets/images/collaborators-3.png
PBM-1024x768.jpg,reflections-on-stay-at-the-bergerac-hub-2.jpg,assets/images/PBM-1024x768.jpg,assets/images/reflections-on-stay-at-the-bergerac-hub-2.jpg
PHOTO-2021-05-13-14-19-54-1024x768.jpg,life-itself-april-update-3.jpg,assets/images/PHOTO-2021-05-13-14-19-54-1024x768.jpg,assets/images/life-itself-april-update-3.jpg
Page-Feature-Images.jpg,emergent-dialogue-residency-june-2022-15.jpg,assets/images/Page-Feature-Images.jpg,assets/images/emergent-dialogue-residency-june-2022-15.jpg
PastedGraphic-2.png,musings-on-living-in-community-1.png,assets/images/PastedGraphic-2.png,assets/images/musings-on-living-in-community-1.png
Picture-2.jpg,lessons-in-engaged-symbiosis-1.jpg,assets/images/Picture-2.jpg,assets/images/lessons-in-engaged-symbiosis-1.jpg
Podcast-768x1024.jpg,stories-of-the-berlin-hub-2.jpg,assets/images/Podcast-768x1024.jpg,assets/images/stories-of-the-berlin-hub-2.jpg
Principles-Flower-thin-arrow_ajh9ti.png,mapping-metamodern-permaculture-1.png,assets/images/Principles-Flower-thin-arrow_ajh9ti.png,assets/images/mapping-metamodern-permaculture-1.png
QmpUhgF.png,conscious-coliving-at-life-itself-3.png,assets/images/QmpUhgF.png,assets/images/conscious-coliving-at-life-itself-3.png
Rapha.png,whats-new-at-the-berlin-hub-5.png,assets/images/Rapha.png,assets/images/whats-new-at-the-berlin-hub-5.png
Rebekka_Simple-1024x1024.jpg,2-week-relational-embodiment-residency-3.jpg,assets/images/Rebekka_Simple-1024x1024.jpg,assets/images/2-week-relational-embodiment-residency-3.jpg
Rectangle-3-1.png,emergent-dialogue-residency-june-2022-16.png,assets/images/Rectangle-3-1.png,assets/images/emergent-dialogue-residency-june-2022-16.png
Rectangle-3-2-1-1024x341.png,emergent-dialogue-residency-june-2022-17.png,assets/images/Rectangle-3-2-1-1024x341.png,assets/images/emergent-dialogue-residency-june-2022-17.png
Rockefeller-Foundation-300x79.png,collaborators-4.png,assets/images/Rockefeller-Foundation-300x79.png,assets/images/collaborators-4.png
Rufus-Pollock-684x684-1.png,rufus-pollock-684x684-1.png,assets/images/Rufus-Pollock-684x684-1.png,assets/images/rufus-pollock-684x684-1.png
Screenshot-2021-08-24-at-09.41.16-1024x471.png,coliving-march-2019-aet-london-sprint-1.png,assets/images/Screenshot-2021-08-24-at-09.41.16-1024x471.png,assets/images/coliving-march-2019-aet-london-sprint-1.png
Screenshot-2021-09-22-142545-1024x592.png,transforming-narrative-social-transformation-situation-complication-question-hypothesis-scqh-2.png,assets/images/Screenshot-2021-09-22-142545-1024x592.png,assets/images/transforming-narrative-social-transformation-situation-complication-question-hypothesis-scqh-2.png
Screenshot-2021-11-12-at-16.00.22-1024x575.png,sunflower-school-ecole-des-tournesols-1.png,assets/images/Screenshot-2021-11-12-at-16.00.22-1024x575.png,assets/images/sunflower-school-ecole-des-tournesols-1.png
Screenshot-2022-01-26-160522-1024x726.png,web3-1.png,assets/images/Screenshot-2022-01-26-160522-1024x726.png,assets/images/web3-1.png
Screenshot-2022-06-09-at-14.51.41-1-1024x531.png,june-wrapped-3.png,assets/images/Screenshot-2022-06-09-at-14.51.41-1-1024x531.png,assets/images/june-wrapped-3.png
Screenshot-2022-06-09-at-14.51.41.png,launch-announcement-life-itself-labs-1.png,assets/images/Screenshot-2022-06-09-at-14.51.41.png,assets/images/launch-announcement-life-itself-labs-1.png
Screenshot-2022-09-01-at-12.16.38-1024x568.png,what-will-the-future-be-made-of-nothing-4.png,assets/images/Screenshot-2022-09-01-at-12.16.38-1024x568.png,assets/images/what-will-the-future-be-made-of-nothing-4.png
Screenshot-2022-09-01-at-13.23.29-1024x567.png,what-will-the-future-be-made-of-nothing-5.png,assets/images/Screenshot-2022-09-01-at-13.23.29-1024x567.png,assets/images/what-will-the-future-be-made-of-nothing-5.png
Screenshot-2022-11-25-at-12.35.07.png,goodby-institute-hello-labs-1.png,assets/images/Screenshot-2022-11-25-at-12.35.07.png,assets/images/goodby-institute-hello-labs-1.png
Sen-scaled.jpg,sen-scaled.jpg,assets/images/Sen-scaled.jpg,assets/images/sen-scaled.jpg
Shopfront1.jpeg,join-the-first-berlin-hub-residency-5.jpeg,assets/images/Shopfront1.jpeg,assets/images/join-the-first-berlin-hub-residency-5.jpeg
Social_Change_Ecosystem.png,understanding-our-emerging-ecosystem-event-at-the-life-itself-berlin-hub-1.png,assets/images/Social_Change_Ecosystem.png,assets/images/understanding-our-emerging-ecosystem-event-at-the-life-itself-berlin-hub-1.png
Sylvie-Barbier-800x800-1.jpg,sylvie-barbier-800x800-1.jpg,assets/images/Sylvie-Barbier-800x800-1.jpg,assets/images/sylvie-barbier-800x800-1.jpg
TEAM3-1-1024x1024.jpg,2-week-relational-embodiment-residency-4.jpg,assets/images/TEAM3-1-1024x1024.jpg,assets/images/2-week-relational-embodiment-residency-4.jpg
TEAM6-copy-1024x1024.jpg,2-week-relational-embodiment-residency-5.jpg,assets/images/TEAM6-copy-1024x1024.jpg,assets/images/2-week-relational-embodiment-residency-5.jpg
Theo-cropped-1.jpeg,theo-cropped-1.jpeg,assets/images/Theo-cropped-1.jpeg,assets/images/theo-cropped-1.jpeg
Thich-Nhat-Hanh.jpeg,a-teacher-of-eternity-a-lasting-afternoon-with-thich-nhat-hanh-2.jpeg,assets/images/Thich-Nhat-Hanh.jpeg,assets/images/a-teacher-of-eternity-a-lasting-afternoon-with-thich-nhat-hanh-2.jpeg
Thomas-Eliz-Side-Assisi-2020.jpg,emergent-dialogue-residency-june-2022-18.jpg,assets/images/Thomas-Eliz-Side-Assisi-2020.jpg,assets/images/emergent-dialogue-residency-june-2022-18.jpg
Thomas-Steininger-300x300-1.jpg,emergent-dialogue-residency-june-2022-19.jpg,assets/images/Thomas-Steininger-300x300-1.jpg,assets/images/emergent-dialogue-residency-june-2022-19.jpg
Transforming-conflict-header.jpg,transforming-conflict-in-community-launch-1.jpg,assets/images/Transforming-conflict-header.jpg,assets/images/transforming-conflict-in-community-launch-1.jpg
Untitled-design-e1654193430324.png,embodying-collective-transformation-2.png,assets/images/Untitled-design-e1654193430324.png,assets/images/embodying-collective-transformation-2.png
Untitled-design.png,untitled-design.png,assets/images/Untitled-design.png,assets/images/untitled-design.png
Untitled.jpg,announcing-the-sympoiesis-residencies-at-the-life-itself-praxis-hub-1.jpg,assets/images/Untitled.jpg,assets/images/announcing-the-sympoiesis-residencies-at-the-life-itself-praxis-hub-1.jpg
Untitled1-1.png,musings-on-living-in-community-2.png,assets/images/Untitled1-1.png,assets/images/musings-on-living-in-community-2.png
Valerie-profile.jpg,valerie-profile.jpg,assets/images/Valerie-profile.jpg,assets/images/valerie-profile.jpg
ValerieDuvauchelle-9©sophie-lavaur-2-1024x683.jpg,1-daily-collective-practices-oct-nov-2021-4.jpg,assets/images/ValerieDuvauchelle-9©sophie-lavaur-2-1024x683.jpg,assets/images/1-daily-collective-practices-oct-nov-2021-4.jpg
VestAndPage-courtesy-of-the-artist-photo-credit_Kayhan-Kaygusuz-495x400.jpg,the-imaginary-society-series-3.jpg,assets/images/VestAndPage-courtesy-of-the-artist-photo-credit_Kayhan-Kaygusuz-495x400.jpg,assets/images/the-imaginary-society-series-3.jpg
WhatsApp-Image-2020-09-18-at-15.50.21-1024x768.jpeg,hope-after-dissillusion-1.jpeg,assets/images/WhatsApp-Image-2020-09-18-at-15.50.21-1024x768.jpeg,assets/images/hope-after-dissillusion-1.jpeg
WhatsApp-Image-2021-04-23-at-11.32.56.jpeg,renewal-and-renovation-petit-bois-martin-1.jpeg,assets/images/WhatsApp-Image-2021-04-23-at-11.32.56.jpeg,assets/images/renewal-and-renovation-petit-bois-martin-1.jpeg
WhatsApp-Image-2021-10-07-at-20.27.20.jpeg,reflections-on-the-2021-emerge-gathering-1.jpeg,assets/images/WhatsApp-Image-2021-10-07-at-20.27.20.jpeg,assets/images/reflections-on-the-2021-emerge-gathering-1.jpeg
WhatsApp-Image-2021-10-08-at-14.11.52-1-1.jpeg,reflections-on-the-2021-emerge-gathering-2.jpeg,assets/images/WhatsApp-Image-2021-10-08-at-14.11.52-1-1.jpeg,assets/images/reflections-on-the-2021-emerge-gathering-2.jpeg
WhatsApp-Image-2021-10-08-at-14.11.52.jpeg,reflections-on-the-2021-emerge-gathering-3.jpeg,assets/images/WhatsApp-Image-2021-10-08-at-14.11.52.jpeg,assets/images/reflections-on-the-2021-emerge-gathering-3.jpeg
WhatsApp-Image-2021-10-10-at-14.27.48-1024x768.jpeg,reflections-on-the-2021-emerge-gathering-4.jpeg,assets/images/WhatsApp-Image-2021-10-10-at-14.27.48-1024x768.jpeg,assets/images/reflections-on-the-2021-emerge-gathering-4.jpeg
WhatsApp-Image-2022-01-07-at-00.19.46-e1653601766615-1024x663.jpeg,embodying-collective-intimacy-10.jpeg,assets/images/WhatsApp-Image-2022-01-07-at-00.19.46-e1653601766615-1024x663.jpeg,assets/images/embodying-collective-intimacy-10.jpeg
WhatsApp-Image-2022-04-01-at-21.55.33-1024x576.jpeg,genesis-in-three-performances-2.jpeg,assets/images/WhatsApp-Image-2022-04-01-at-21.55.33-1024x576.jpeg,assets/images/genesis-in-three-performances-2.jpeg
WhatsApp-Image-2022-04-21-at-10.50.39-AM-edited.jpeg,reflections-on-the-making-eco-spirituality-accessible-residency-1.jpeg,assets/images/WhatsApp-Image-2022-04-21-at-10.50.39-AM-edited.jpeg,assets/images/reflections-on-the-making-eco-spirituality-accessible-residency-1.jpeg
WhatsApp-Image-2022-05-24-at-09.04.36-800x1024.jpeg,genesis-in-three-performances-3.jpeg,assets/images/WhatsApp-Image-2022-05-24-at-09.04.36-800x1024.jpeg,assets/images/genesis-in-three-performances-3.jpeg
WhatsApp-Image-2022-05-24d-at-13.06.12.jpeg,genesis-in-three-performances-4.jpeg,assets/images/WhatsApp-Image-2022-05-24d-at-13.06.12.jpeg,assets/images/genesis-in-three-performances-4.jpeg
WhatsApp-Image-2022-12-20-at-14.34.58-1.jpeg,join-the-first-berlin-hub-residency-6.jpeg,assets/images/WhatsApp-Image-2022-12-20-at-14.34.58-1.jpeg,assets/images/join-the-first-berlin-hub-residency-6.jpeg
WhatsApp-Image-2022-12-20-at-14.43.39.jpeg,join-the-first-berlin-hub-residency-7.jpeg,assets/images/WhatsApp-Image-2022-12-20-at-14.43.39.jpeg,assets/images/join-the-first-berlin-hub-residency-7.jpeg
Yoav-Home-3-724x1024.jpeg,home-between-a-shelter-and-a-cage-1.jpeg,assets/images/Yoav-Home-3-724x1024.jpeg,assets/images/home-between-a-shelter-and-a-cage-1.jpeg
Yoav-Home.jpeg,home-between-a-shelter-and-a-cage-2.jpeg,assets/images/Yoav-Home.jpeg,assets/images/home-between-a-shelter-and-a-cage-2.jpeg
Yoav-Ilja-768x1024.jpeg,home-between-a-shelter-and-a-cage-3.jpeg,assets/images/Yoav-Ilja-768x1024.jpeg,assets/images/home-between-a-shelter-and-a-cage-3.jpeg
Youtube-Thumbnail-Template-11.jpg,a-scientific-approach-to-awakening-and-fundamental-wellbeing-1.jpg,assets/images/Youtube-Thumbnail-Template-11.jpg,assets/images/a-scientific-approach-to-awakening-and-fundamental-wellbeing-1.jpg
Youtube-Thumbnail-Template-12.jpg,esther-montmany-on-conscious-parenting-1.jpg,assets/images/Youtube-Thumbnail-Template-12.jpg,assets/images/esther-montmany-on-conscious-parenting-1.jpg
Youtube-Thumbnail-Template-2.jpg,hannah-close-on-animism-kinship-and-the-social-change-ecosystem-1.jpg,assets/images/Youtube-Thumbnail-Template-2.jpg,assets/images/hannah-close-on-animism-kinship-and-the-social-change-ecosystem-1.jpg
Youtube-Thumbnail-Template-3.png,exploring-social-transformation-1.png,assets/images/Youtube-Thumbnail-Template-3.png,assets/images/exploring-social-transformation-1.png
Youtube-Thumbnail-Template-4-2.png,embodying-collective-transformation-with-karl-steyaert-1.png,assets/images/Youtube-Thumbnail-Template-4-2.png,assets/images/embodying-collective-transformation-with-karl-steyaert-1.png
Youtube-Thumbnail-Template-4.jpg,geoff-mulgan-on-reigniting-social-and-political-imagination-1.jpg,assets/images/Youtube-Thumbnail-Template-4.jpg,assets/images/geoff-mulgan-on-reigniting-social-and-political-imagination-1.jpg
Youtube-Thumbnail-Template-6.jpg,the-new-school-at-commonweal-with-rufus-pollock-1.jpg,assets/images/Youtube-Thumbnail-Template-6.jpg,assets/images/the-new-school-at-commonweal-with-rufus-pollock-1.jpg
Youtube-Thumbnail-Template-7.jpg,exploring-social-transformation-series-wrap-up-1.jpg,assets/images/Youtube-Thumbnail-Template-7.jpg,assets/images/exploring-social-transformation-series-wrap-up-1.jpg
Youtube-Thumbnail-Template-8.jpg,joseph-henrich-and-the-emergence-of-a-rigorous-culturology-1.jpg,assets/images/Youtube-Thumbnail-Template-8.jpg,assets/images/joseph-henrich-and-the-emergence-of-a-rigorous-culturology-1.jpg
Youtube-Thumbnail-Template-9.jpg,thomas-steininger-on-emergent-dialogue-and-transcending-individualism-1.jpg,assets/images/Youtube-Thumbnail-Template-9.jpg,assets/images/thomas-steininger-on-emergent-dialogue-and-transcending-individualism-1.jpg
a1b43948-e034-4c8c-b769-7fde512c31d7-768x1024.jpeg,bergerac-12.jpeg,assets/images/a1b43948-e034-4c8c-b769-7fde512c31d7-768x1024.jpeg,assets/images/bergerac-12.jpeg
a1b43948-e034-4c8c-b769-7fde512c31d7.jpeg,a1b43948-e034-4c8c-b769-7fde512c31d7.jpeg,assets/images/a1b43948-e034-4c8c-b769-7fde512c31d7.jpeg,assets/images/a1b43948-e034-4c8c-b769-7fde512c31d7.jpeg
a327da_0fa136513ca646498e720013d3f6b2ab.jpg,sunday-salons-1.jpg,assets/images/a327da_0fa136513ca646498e720013d3f6b2ab.jpg,assets/images/sunday-salons-1.jpg
a3a88328b45d50291e3fb1f7585d2f38.jpg,a3a88328b45d50291e3fb1f7585d2f38.jpg,assets/images/a3a88328b45d50291e3fb1f7585d2f38.jpg,assets/images/a3a88328b45d50291e3fb1f7585d2f38.jpg
a4aae6fe-0c9b-4884-888a-cc10d1ce5cf3-1024x768.jpeg,bergerac-13.jpeg,assets/images/a4aae6fe-0c9b-4884-888a-cc10d1ce5cf3-1024x768.jpeg,assets/images/bergerac-13.jpeg
a4aae6fe-0c9b-4884-888a-cc10d1ce5cf3.jpeg,a4aae6fe-0c9b-4884-888a-cc10d1ce5cf3.jpeg,assets/images/a4aae6fe-0c9b-4884-888a-cc10d1ce5cf3.jpeg,assets/images/a4aae6fe-0c9b-4884-888a-cc10d1ce5cf3.jpeg
a_state_1.jpg,institute-1.jpg,assets/images/a_state_1.jpg,assets/images/institute-1.jpg
a_state_3.jpg,2019-gathering-3.jpg,assets/images/a_state_3.jpg,assets/images/2019-gathering-3.jpg
adi-constantin-65004-unsplash.jpg,sketches-of-a-future-society-part-one-1.jpg,assets/images/adi-constantin-65004-unsplash.jpg,assets/images/sketches-of-a-future-society-part-one-1.jpg
aet-logo-institute.png,2019-september-newsletter-13.png,assets/images/aet-logo-institute.png,assets/images/2019-september-newsletter-13.png
aet4f_20200504_120441.jpg,berlin-1.jpg,assets/images/aet4f_20200504_120441.jpg,assets/images/berlin-1.jpg
aet4f_20200504_120528.jpg,berlin-2.jpg,assets/images/aet4f_20200504_120528.jpg,assets/images/berlin-2.jpg
aet4f_20200504_120631.jpg,berlin-3.jpg,assets/images/aet4f_20200504_120631.jpg,assets/images/berlin-3.jpg
aet4f_20200504_120714.jpg,berlin-4.jpg,assets/images/aet4f_20200504_120714.jpg,assets/images/berlin-4.jpg
alan-williams-community-call.jpg,values-as-a-route-to-happiness-with-alan-williams-1.jpg,assets/images/alan-williams-community-call.jpg,assets/images/values-as-a-route-to-happiness-with-alan-williams-1.jpg
ales-krivec-2892-unsplash.jpg,the-state-reinvented-1.jpg,assets/images/ales-krivec-2892-unsplash.jpg,assets/images/the-state-reinvented-1.jpg
alessandro-erbetta-8oypewvmhny-unsplash.jpg,know-yourself-1.jpg,assets/images/alessandro-erbetta-8oypewvmhny-unsplash.jpg,assets/images/know-yourself-1.jpg
alexia-profile.jpg,alexia-profile.jpg,assets/images/alexia-profile.jpg,assets/images/alexia-profile.jpg
alice-dietrich-fwf_fkj5tbo-unsplash.jpg,getting-s-done-online-calls-1.jpg,assets/images/alice-dietrich-fwf_fkj5tbo-unsplash.jpg,assets/images/getting-s-done-online-calls-1.jpg
alter-ego-banner.jpeg,interview-ronan-harrington-alter-ego-1.jpeg,assets/images/alter-ego-banner.jpeg,assets/images/interview-ronan-harrington-alter-ego-1.jpeg
art-social-awakening-blog.jpg,art-a-door-to-social-awakening-1.jpg,assets/images/art-social-awakening-blog.jpg,assets/images/art-a-door-to-social-awakening-1.jpg
atomic-habits-book-cover.jpg,atomic-habits-by-james-clear-summary-and-notes-1.jpg,assets/images/atomic-habits-book-cover.jpg,assets/images/atomic-habits-by-james-clear-summary-and-notes-1.jpg
attachment.png,non-attachment-to-views-by-jonathan-ekstrom-1.png,assets/images/attachment.png,assets/images/non-attachment-to-views-by-jonathan-ekstrom-1.png
august-2023-residency-bergerac.jpg,elder-gathering-1.jpg,assets/images/august-2023-residency-bergerac.jpg,assets/images/elder-gathering-1.jpg
away-4092262_1920.jpg,what-does-hope-look-like-in-2020-1.jpg,assets/images/away-4092262_1920.jpg,assets/images/what-does-hope-look-like-in-2020-1.jpg
b975f990cf99f2a1165111ac36721bd0.jpg,b975f990cf99f2a1165111ac36721bd0.jpg,assets/images/b975f990cf99f2a1165111ac36721bd0.jpg,assets/images/b975f990cf99f2a1165111ac36721bd0.jpg
bR3Mxtn.png,governance-at-life-itself-previously-art-earth-tech-v1-4.png,assets/images/bR3Mxtn.png,assets/images/governance-at-life-itself-previously-art-earth-tech-v1-4.png
banana-657x1024.jpeg,coliving-march-2019-aet-london-sprint-2.jpeg,assets/images/banana-657x1024.jpeg,assets/images/coliving-march-2019-aet-london-sprint-2.jpeg
bday-1024x768.jpeg,stories-of-the-berlin-hub-3.jpeg,assets/images/bday-1024x768.jpeg,assets/images/stories-of-the-berlin-hub-3.jpeg
beautiful-brain.jpg,beautiful-brains-change-tomorrow-today-by-thy-diep-1.jpg,assets/images/beautiful-brain.jpg,assets/images/beautiful-brains-change-tomorrow-today-by-thy-diep-1.jpg
beauty.png,art-a-door-to-social-awakening-2.png,assets/images/beauty.png,assets/images/art-a-door-to-social-awakening-2.png
beech-tree-moss.jpg,contemplative-disposition-1.jpg,assets/images/beech-tree-moss.jpg,assets/images/contemplative-disposition-1.jpg
bergerac-hub.jpeg,hub-bergerac-1.jpeg,assets/images/bergerac-hub.jpeg,assets/images/hub-bergerac-1.jpeg
bergerac-photo-1-1-1024x768.jpg,farmhouse-3.jpg,assets/images/bergerac-photo-1-1-1024x768.jpg,assets/images/farmhouse-3.jpg
bergerac-photo-1.jpg,farmhouse-4.jpg,assets/images/bergerac-photo-1.jpg,assets/images/farmhouse-4.jpg
bergerac-photo_square.jpg,hubs-1.jpg,assets/images/bergerac-photo_square.jpg,assets/images/hubs-1.jpg
berlin-hub-2.jpg,berlin-5.jpg,assets/images/berlin-hub-2.jpg,assets/images/berlin-5.jpg
berlin-hub.jpg,hub-berlin-1.jpg,assets/images/berlin-hub.jpg,assets/images/hub-berlin-1.jpg
berlin-hub01_hu5166b7aa3412abfdd679d5a08eb25cf7_117962_400x0_resize_q75_box.jpg,art-earth-tech-opens-in-berlin-1.jpg,assets/images/berlin-hub01_hu5166b7aa3412abfdd679d5a08eb25cf7_117962_400x0_resize_q75_box.jpg,assets/images/art-earth-tech-opens-in-berlin-1.jpg
bitcoin.jpg,the-bitcoin-and-trump-manias-share-a-similar-source-1.jpg,assets/images/bitcoin.jpg,assets/images/the-bitcoin-and-trump-manias-share-a-similar-source-1.jpg
blindspots10.jpg,blind-spots-roberto-unger-future-of-britain-1.jpg,assets/images/blindspots10.jpg,assets/images/blind-spots-roberto-unger-future-of-britain-1.jpg
block-blockchain-business-chain_gakrv2.jpg,mapping-metamodern-alternative-governance-1.jpg,assets/images/block-blockchain-business-chain_gakrv2.jpg,assets/images/mapping-metamodern-alternative-governance-1.jpg
